Stack,Symbol,Input,Action
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100 17 32 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmt","break","根据stmts -> stmts stmt 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100 17 32 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmts","break","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100 8 32 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak",";","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100 8 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;","}","根据stmt -> break ; 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100 17 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmt","}","根据stmts -> stmts stmt 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100 17 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts","}","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 25 40 100 159 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}","while","根据block -> { decls stmts } 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 26 40 100 159 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}block","while","根据stmt -> block 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 40 100 159 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmt","while","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 100 159 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile","(","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 159 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(","id","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 47 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(id",">","根据loc -> id 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 56 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idloc",">","根据factor -> loc 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 54 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactor",">","根据unary -> factor 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 59 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunary",">","根据term -> unary 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 58 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunaryterm",">","根据expr -> term 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 53 20 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr",">","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 53 114 70 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>","num","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 53 114 181 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>num",")","根据factor -> num 规约"
